caption,num_tokens,avg_JS,avg_KL,token_JS_list,token_KL_list,image_id
a small wooden bunk bed,7,0.4410836696624756,3.701941967010498,"[0.29600849747657776, 0.33493590354919434, 0.3764576315879822, 0.41904905438423157, 0.5369322299957275, 0.5206374526023865, 0.6035649180412292]","[2.768516, 2.9614973, 3.2722654, 3.4871237, 4.3721495, 4.2970667, 4.7549734]",COCO_val2014_000000000133.jpg
a kitchen with a table and chairs in it,11,0.5468205999244343,12.006845474243164,"[0.43431758880615234, 0.48437216877937317, 0.5612937211990356, 0.4749015271663666, 0.4969344139099121, 0.5745601058006287, 0.48989591002464294, 0.5927031636238098, 0.618782639503479, 0.6137884259223938, 0.6734769344329834]","[9.043068, 10.407152, 12.56174, 10.371568, 10.746049, 12.985104, 10.7793865, 13.361414, 13.635374, 13.625198, 14.55925]",COCO_val2014_000000000164.jpg
a baseball player is getting ready to hit the ball,12,0.6320009579261144,14.2440767288208,"[0.5259593725204468, 0.5538691282272339, 0.6202645301818848, 0.6112731695175171, 0.6150568723678589, 0.6614192724227905, 0.6719284057617188, 0.6525719165802002, 0.6702032089233398, 0.64902663230896, 0.6630803942680359, 0.6893585920333862]","[11.412195, 12.328502, 14.008098, 14.108207, 14.181995, 15.000145, 15.108948, 14.882286, 15.04187, 14.52853, 14.898598, 15.429541]",COCO_val2014_000000000192.jpg
a table full of food,7,0.501113270010267,7.809027671813965,"[0.3654385805130005, 0.46994447708129883, 0.5684216022491455, 0.5710412859916687, 0.3749174475669861, 0.5232583284378052, 0.6347711682319641]","[5.9598517, 7.2948513, 8.748932, 8.739996, 6.2143593, 8.364989, 9.34021]",COCO_val2014_000000000196.jpg
a small lizard is standing on a sink,10,0.5622896999120712,11.913488388061523,"[0.4600992798805237, 0.4570246636867523, 0.4782602787017822, 0.5757924318313599, 0.5763925313949585, 0.6471847891807556, 0.5773235559463501, 0.5544394254684448, 0.6239672899246216, 0.6724127531051636]","[9.334706, 9.374658, 10.046164, 12.538269, 12.617454, 13.894138, 12.181152, 11.686816, 13.284233, 14.177292]",COCO_val2014_000000000208.jpg
a group of people standing in front of a building,12,0.5198893249034882,12.010848045349121,"[0.39949679374694824, 0.4376150369644165, 0.5816535949707031, 0.42440447211265564, 0.5632526874542236, 0.6222488880157471, 0.5534893274307251, 0.5895411968231201, 0.4253021776676178, 0.44210612773895264, 0.5442306995391846, 0.6553308963775635]","[8.623688, 9.760344, 13.713167, 9.528791, 13.556794, 14.576526, 13.067524, 13.8073435, 9.527793, 9.742888, 13.1336155, 15.091697]",COCO_val2014_000000000257.jpg
a nintendo game system sitting on a table,10,0.6036188721656799,10.100102424621582,"[0.5235175490379333, 0.5128830075263977, 0.5561227202415466, 0.6017429828643799, 0.5989542007446289, 0.6520804762840271, 0.64666748046875, 0.630483865737915, 0.6435501575469971, 0.6701862812042236]","[9.199917, 8.991085, 9.668648, 10.142747, 10.146221, 10.652392, 10.532488, 10.367905, 10.560977, 10.738645]",COCO_val2014_000000000387.jpg
a pizza on a metal stand,8,0.4628557488322258,6.064648628234863,"[0.2842581570148468, 0.32669615745544434, 0.4624004065990448, 0.5178811550140381, 0.5024503469467163, 0.520778238773346, 0.5100662708282471, 0.578315258026123]","[4.1235213, 4.555805, 6.0209265, 6.760281, 6.610078, 6.6345716, 6.5561876, 7.2558155]",COCO_val2014_000000000397.jpg
a flock of birds flying over a body of water,12,0.5351957480112711,10.90645980834961,"[0.36232638359069824, 0.42802730202674866, 0.5808864235877991, 0.4734669029712677, 0.5842570662498474, 0.6194262504577637, 0.4853636920452118, 0.48544421792030334, 0.609442949295044, 0.5855169296264648, 0.5563204884529114, 0.6518703699111938]","[7.2998805, 9.064728, 11.868135, 9.0208645, 11.98426, 12.524044, 10.260595, 10.2137, 12.21534, 11.937705, 11.556168, 12.932099]",COCO_val2014_000000000520.jpg
a man flying a kite in a park,10,0.5197741091251373,8.748479843139648,"[0.3811556100845337, 0.4180549383163452, 0.533840537071228, 0.5211772918701172, 0.509538471698761, 0.5998887419700623, 0.5266852378845215, 0.4975014328956604, 0.55987948179245, 0.6500193476676941]","[6.9624767, 7.4554853, 8.935602, 8.814476, 8.593405, 9.777697, 8.9159565, 8.515992, 9.348444, 10.165258]",COCO_val2014_000000000569.jpg
a man is throwing a frck in a field,12,0.5988531932234764,13.483901977539062,"[0.4713900685310364, 0.4770791232585907, 0.5601352453231812, 0.5517881512641907, 0.6313247680664062, 0.5953320860862732, 0.681294322013855, 0.6390566825866699, 0.6431405544281006, 0.6037375330924988, 0.6450065970420837, 0.6869531869888306]","[10.737255, 11.357014, 13.262215, 13.091816, 14.095627, 13.356997, 15.049318, 14.239551, 14.119726, 13.074555, 14.367862, 15.054893]",COCO_val2014_000000000589.jpg
a cat standing on a bed next to a desk,12,0.5673982302347819,9.95345401763916,"[0.47963565587997437, 0.46945929527282715, 0.5630050897598267, 0.6342693567276001, 0.5705468654632568, 0.5639219284057617, 0.5966058969497681, 0.6331266164779663, 0.5238071084022522, 0.5283679962158203, 0.5943197011947632, 0.6517132520675659]","[8.752419, 8.366114, 9.980417, 10.820772, 10.024513, 9.956896, 10.465738, 10.832442, 9.356487, 9.500839, 10.471314, 10.913494]",COCO_val2014_000000000675.jpg
a woman taking a picture of a baby with a camera,13,0.5517661892450773,13.019587516784668,"[0.4612582325935364, 0.4988589286804199, 0.5779023170471191, 0.6014325022697449, 0.5657771229743958, 0.6346018314361572, 0.5442543029785156, 0.43719470500946045, 0.5336906909942627, 0.5413370132446289, 0.5094896554946899, 0.5919176340103149, 0.6752455234527588]","[10.403236, 11.592683, 13.5165615, 14.258964, 13.577298, 14.734253, 13.172654, 10.635182, 12.948294, 12.915556, 12.142603, 13.994555, 15.362808]",COCO_val2014_000000000692.jpg
a living room with a couch and a coffee table,12,0.523106021185716,8.684320449829102,"[0.4194260239601135, 0.45976579189300537, 0.618222713470459, 0.5897728204727173, 0.4333082437515259, 0.4318508505821228, 0.5202120542526245, 0.4607020318508148, 0.4662548899650574, 0.6326375007629395, 0.588901162147522, 0.6562181711196899]","[7.1988654, 7.7665157, 9.944939, 9.656649, 7.362115, 7.3191466, 8.842829, 7.995968, 8.039061, 10.109211, 9.664058, 10.312487]",COCO_val2014_000000000711.jpg
a bunch of oranges,7,0.4232857269900186,6.282625675201416,"[0.2960365414619446, 0.38038575649261475, 0.4926968812942505, 0.34394121170043945, 0.4241163730621338, 0.4320504367351532, 0.5937728881835938]","[4.5996943, 5.632392, 7.2541175, 5.1380496, 6.378009, 6.6597724, 8.316347]",COCO_val2014_000000000715.jpg
a group of people standing on a snow covered slope,12,0.5924329434831938,13.734752655029297,"[0.45678195357322693, 0.5103552341461182, 0.6072359085083008, 0.4960225820541382, 0.6027173399925232, 0.6506858468055725, 0.6234300136566162, 0.6106876134872437, 0.651178240776062, 0.6146867275238037, 0.6039161682128906, 0.6814976930618286]","[10.20673, 11.754683, 14.111482, 11.827735, 14.11368, 15.117946, 14.3694515, 14.098869, 15.064143, 14.247873, 14.225891, 15.678565]",COCO_val2014_000000000761.jpg
a basket of food on a table,9,0.5360786981052823,11.824831008911133,"[0.39073020219802856, 0.41743040084838867, 0.5700317621231079, 0.40540891885757446, 0.5954994559288025, 0.5749155282974243, 0.5672809481620789, 0.6301215291023254, 0.6732895374298096]","[8.609544, 9.353291, 13.084603, 9.470094, 13.476635, 12.30434, 11.7027645, 13.88519, 14.537014]",COCO_val2014_000000000810.jpg
a bathroom with two sinks and a mirror,10,0.46667187213897704,7.102950096130371,"[0.3548072576522827, 0.42220836877822876, 0.5122427940368652, 0.3951641321182251, 0.43826088309288025, 0.5247129201889038, 0.4080454111099243, 0.41203585267066956, 0.5681703090667725, 0.6310707926750183]","[5.3614993, 6.5034256, 7.8253546, 6.1148925, 6.583664, 8.044516, 6.4668055, 6.4482207, 8.561421, 9.119703]",COCO_val2014_000000000939.jpg
a black stove with a tea kettle on top,11,0.507754613052715,8.175331115722656,"[0.3711544871330261, 0.3729880750179291, 0.4046921730041504, 0.562667965888977, 0.45198124647140503, 0.4502086341381073, 0.6021195650100708, 0.5633264780044556, 0.5934312343597412, 0.5691335201263428, 0.6435973644256592]","[6.4511065, 6.46579, 6.722666, 8.973498, 7.5307713, 7.5038958, 9.345152, 8.982187, 9.253543, 9.032632, 9.667407]",COCO_val2014_000000000987.jpg
a group of kids,6,0.5569160729646683,12.801470756530762,"[0.469547837972641, 0.526638388633728, 0.59454345703125, 0.47789275646209717, 0.5991309285163879, 0.6737430691719055]","[10.256813, 11.66635, 13.923571, 11.37946, 14.137348, 15.445281]",COCO_val2014_000000001000.jpg
a young boy is getting ready to hit the ball,12,0.5994861225287119,12.902462005615234,"[0.4609965682029724, 0.49723905324935913, 0.5238031148910522, 0.6022393703460693, 0.6019520163536072, 0.6418027281761169, 0.6530998945236206, 0.6390020847320557, 0.6456987857818604, 0.62122642993927, 0.6384341716766357, 0.6683392524719238]","[9.426285, 10.513451, 11.349148, 13.17437, 13.176273, 13.931745, 14.042006, 13.876053, 13.898371, 13.260953, 13.755949, 14.424947]",COCO_val2014_000000001270.jpg
a book opened to show a picture of a plane,12,0.47486674537261325,4.894467830657959,"[0.39506667852401733, 0.4173814356327057, 0.5442033410072327, 0.5752676725387573, 0.5101631283760071, 0.3960126042366028, 0.3917187452316284, 0.5498840808868408, 0.3872116804122925, 0.396392822265625, 0.5117303729057312, 0.6233683824539185]","[4.553357, 4.654773, 5.3835955, 5.580985, 5.181635, 4.29865, 4.299696, 5.434879, 4.157459, 4.1533475, 5.184371, 5.8508663]",COCO_val2014_000000001342.jpg
a man walking on the beach,8,0.5770876444876194,11.826756477355957,"[0.48153576254844666, 0.4666099548339844, 0.5246080160140991, 0.6311365365982056, 0.6165698766708374, 0.6265459060668945, 0.6024410724639893, 0.6672540307044983]","[9.959655, 10.028268, 11.339384, 12.889515, 12.246977, 12.418794, 12.406113, 13.325349]",COCO_val2014_000000001369.jpg
a freeway with a bunch of cars driving underneath,11,0.5288998972285878,12.50606918334961,"[0.4206436276435852, 0.4659231901168823, 0.5817879438400269, 0.4020468592643738, 0.4287453293800354, 0.5911093354225159, 0.400478720664978, 0.6282903552055359, 0.6542880535125732, 0.5642327666282654, 0.6803526878356934]","[9.686017, 10.996578, 13.780641, 9.93163, 10.413585, 13.97011, 9.788656, 14.771253, 15.167145, 13.613612, 15.447534]",COCO_val2014_000000001532.jpg
a small bird sitting on a skateboard,10,0.5353199034929276,12.472975730895996,"[0.395287424325943, 0.38702961802482605, 0.46551111340522766, 0.5938798189163208, 0.6397325992584229, 0.5606377720832825, 0.44915980100631714, 0.5982499718666077, 0.5824023485183716, 0.6813085675239563]","[9.227708, 9.094532, 11.359142, 14.168588, 14.7394905, 13.2019, 10.48328, 13.802843, 13.492197, 15.160077]",COCO_val2014_000000001561.jpg
a stove sitting on top of a stove,10,0.5981010854244232,13.660697937011719,"[0.49476999044418335, 0.5000802278518677, 0.6090039014816284, 0.6373264789581299, 0.612297773361206, 0.6442326307296753, 0.582802414894104, 0.5894875526428223, 0.6441918611526489, 0.6668180227279663]","[10.885922, 11.085122, 14.318246, 14.924086, 13.951152, 14.751955, 13.203708, 13.119782, 15.05492, 15.312081]",COCO_val2014_000000001573.jpg
a tennis player is preparing to hit the ball,11,0.6311295195059343,14.358141899108887,"[0.5225369930267334, 0.5609248876571655, 0.615824282169342, 0.6187342405319214, 0.6164320111274719, 0.6740135550498962, 0.6608179807662964, 0.6713352799415588, 0.6511965990066528, 0.6652001738548279, 0.6854087114334106]","[11.564816, 12.803019, 14.112101, 14.342589, 14.30235, 15.279076, 15.135599, 15.208649, 14.754153, 14.987836, 15.449368]",COCO_val2014_000000001599.jpg
a baseball player standing on a field with a bat,12,0.5533030778169632,11.523301124572754,"[0.3887414038181305, 0.4413934648036957, 0.5401524901390076, 0.5847309827804565, 0.6261696815490723, 0.5964453220367432, 0.5666680335998535, 0.6073683500289917, 0.5046901702880859, 0.5072115659713745, 0.6170048713684082, 0.6590605974197388]","[7.8809423, 9.106719, 11.370646, 12.259486, 13.0278635, 12.44441, 11.753698, 12.629661, 10.779589, 10.830608, 12.74151, 13.454492]",COCO_val2014_000000001668.jpg
a black and white cat sitting on a computer,11,0.5782560977068815,11.172916412353516,"[0.4880061149597168, 0.45862385630607605, 0.49543482065200806, 0.624008059501648, 0.4793039858341217, 0.5964217185974121, 0.6450461149215698, 0.6403993368148804, 0.6319643259048462, 0.6309541463851929, 0.6706545948982239]","[9.58304, 9.093415, 9.981176, 12.140308, 9.667578, 11.748151, 12.394162, 11.995733, 11.671883, 11.971361, 12.655263]",COCO_val2014_000000001675.jpg
a man riding a snowboard down a snow covered slope,13,0.6210395166507134,13.971623420715332,"[0.4785035252571106, 0.49102434515953064, 0.5623698830604553, 0.6092243194580078, 0.5778942108154297, 0.6453489065170288, 0.6662095785140991, 0.6736341714859009, 0.6656416654586792, 0.6778885126113892, 0.6712965965270996, 0.6661272644996643, 0.6883507370948792]","[10.942152, 11.828756, 13.211948, 14.091026, 13.292209, 14.626238, 14.903347, 14.82665, 14.441605, 14.940452, 14.605223, 14.698376, 15.223125]",COCO_val2014_000000001700.jpg
a green and white truck,7,0.46806488718305317,11.158981323242188,"[0.4024686813354492, 0.38541078567504883, 0.33776533603668213, 0.5662248730659485, 0.32931458950042725, 0.589389979839325, 0.6658799648284912]","[9.457639, 9.414962, 8.304665, 13.554052, 7.91594, 14.223374, 15.242244]",COCO_val2014_000000001799.jpg
a purple bus is driving down the street,10,0.509753292798996,10.426026344299316,"[0.359846830368042, 0.3475390672683716, 0.32945024967193604, 0.5503426790237427, 0.557376503944397, 0.5999804735183716, 0.5872352719306946, 0.5652835369110107, 0.5772527456283569, 0.6232255697250366]","[7.5325956, 7.548933, 7.2451086, 11.332753, 11.431433, 12.057459, 11.813536, 11.367105, 11.612739, 12.3186035]",COCO_val2014_000000002006.jpg
a white fence,5,0.4807144463062286,10.963736534118652,"[0.37421131134033203, 0.3962111473083496, 0.41931846737861633, 0.570862889289856, 0.6429684162139893]","[8.209156, 9.172483, 9.808081, 13.251267, 14.377698]",COCO_val2014_000000002124.jpg
a baseball player swinging at a ball during a game,12,0.6279768745104471,13.96652603149414,"[0.5249053835868835, 0.5412198305130005, 0.6146131157875061, 0.6078046560287476, 0.6516786813735962, 0.6527045965194702, 0.6360000967979431, 0.666631817817688, 0.6553988456726074, 0.6354461312294006, 0.662440299987793, 0.68687903881073]","[11.305819, 12.007143, 13.787112, 13.927275, 14.568775, 14.538825, 14.22563, 14.773102, 14.554918, 14.0927105, 14.544114, 15.272892]",COCO_val2014_000000002153.jpg
a shopping cart is sitting on the side of the road,13,0.5666710688517644,10.692885398864746,"[0.4165958762168884, 0.4470314383506775, 0.5466443300247192, 0.6059134006500244, 0.5958826541900635, 0.6105085611343384, 0.5703069567680359, 0.5604525804519653, 0.6190357804298401, 0.587921142578125, 0.5454156398773193, 0.6005309820175171, 0.6604845523834229]","[7.28528, 7.4964995, 10.192489, 11.646853, 11.458922, 11.732851, 10.8980665, 10.628077, 11.815661, 11.383033, 10.507698, 11.637998, 12.324078]",COCO_val2014_000000002154.jpg
a man riding a skateboard down a ramp,11,0.5693467449058186,13.50118637084961,"[0.36871063709259033, 0.4462018311023712, 0.5817955136299133, 0.6073600649833679, 0.5183244347572327, 0.6437219381332397, 0.639374852180481, 0.6088905930519104, 0.5512441992759705, 0.6282620429992676, 0.6689280867576599]","[8.806372, 10.933491, 14.002365, 14.525314, 12.267717, 14.963947, 15.064412, 14.562606, 13.176415, 14.870952, 15.339466]",COCO_val2014_000000002179.jpg
a person riding a horse on a rocky trail,11,0.5365571081638336,9.145854949951172,"[0.41513970494270325, 0.41505205631256104, 0.515450119972229, 0.52995765209198, 0.45059919357299805, 0.5963501930236816, 0.5769708156585693, 0.5618544816970825, 0.5894544124603271, 0.6031104326248169, 0.648189127445221]","[7.38273, 7.4787693, 9.12684, 9.22587, 7.786018, 10.024288, 9.674256, 9.428745, 9.797983, 10.049318, 10.629581]",COCO_val2014_000000002302.jpg
a wooden table,5,0.5276954531669616,11.988988876342773,"[0.3961009979248047, 0.432844340801239, 0.5496605634689331, 0.6054725646972656, 0.6543987989425659]","[8.993245, 9.540556, 12.389651, 14.143427, 14.878065]",COCO_val2014_000000002346.jpg
a laptop computer sitting on top of a white cabinet,12,0.5427845890323321,10.176956176757812,"[0.39348897337913513, 0.43524229526519775, 0.5515366792678833, 0.5396912097930908, 0.6264781951904297, 0.5647944211959839, 0.6183029413223267, 0.5093417167663574, 0.5034348964691162, 0.5454238653182983, 0.5809771418571472, 0.6447027325630188]","[7.3104963, 8.306573, 10.607067, 10.435503, 11.740767, 10.594677, 11.351206, 9.5917, 9.325221, 10.047003, 11.00724, 11.806023]",COCO_val2014_000000002434.jpg
a train on a bridge,7,0.5448673410075051,12.796622276306152,"[0.39386364817619324, 0.41219955682754517, 0.6083483099937439, 0.5594261884689331, 0.5459162592887878, 0.6170236468315125, 0.6772937774658203]","[9.3047285, 9.813693, 14.404128, 13.338979, 12.929327, 14.421706, 15.363794]",COCO_val2014_000000002640.jpg
a stop sign in a field with a cloudy sky,12,0.5299362738927206,8.94873332977295,"[0.4240204989910126, 0.4290865659713745, 0.558110237121582, 0.5966076850891113, 0.5414977073669434, 0.5009364485740662, 0.5929160714149475, 0.4441068768501282, 0.43932071328163147, 0.5541024804115295, 0.623465895652771, 0.6550641059875488]","[7.4578753, 7.091445, 9.3202915, 9.970373, 9.11076, 8.552323, 9.974354, 7.8772426, 7.573264, 9.549619, 10.327678, 10.5795765]",COCO_val2014_000000002822.jpg
a little girl with a pink bow on her head,12,0.4568016181389491,5.683404922485352,"[0.3473411798477173, 0.3722471296787262, 0.4215177595615387, 0.46836423873901367, 0.42857885360717773, 0.4322548508644104, 0.477504163980484, 0.47353851795196533, 0.5218862295150757, 0.46690863370895386, 0.46912845969200134, 0.6023494005203247]","[4.70553, 4.932659, 5.4302645, 5.9205127, 5.1565084, 5.1118083, 5.65868, 5.9746118, 6.434757, 5.860953, 5.935808, 7.078768]",COCO_val2014_000000002839.jpg
a woman sitting at a table with a tray of doughs,14,0.5112068993704659,11.152506828308105,"[0.3488953709602356, 0.41663438081741333, 0.5567588806152344, 0.6152442693710327, 0.5761377811431885, 0.5238786935806274, 0.5941827893257141, 0.386222243309021, 0.4661121368408203, 0.5746546983718872, 0.39043813943862915, 0.5177000761032104, 0.5321346521377563, 0.6579024791717529]","[7.661288, 8.994333, 12.113059, 13.105325, 12.430056, 11.228833, 12.840826, 8.89575, 10.30286, 12.549998, 8.8435, 11.681288, 11.91984, 13.56814]",COCO_val2014_000000003001.jpg
a cat is standing on a table next to a sandwich,13,0.4788732735010294,7.6013922691345215,"[0.3257960081100464, 0.3418951630592346, 0.4905475080013275, 0.4997267723083496, 0.6017628908157349, 0.4825648069381714, 0.44853031635284424, 0.5434515476226807, 0.5616470575332642, 0.4054774045944214, 0.3787895441055298, 0.5202835202217102, 0.6248800158500671]","[5.588091, 5.624119, 7.998081, 8.135702, 9.318247, 7.6061544, 7.0917773, 8.691011, 8.749741, 6.410495, 5.8918543, 8.260614, 9.45222]",COCO_val2014_000000003067.jpg
a person is holding a fork and knife,10,0.46700837910175325,6.481037139892578,"[0.3136523962020874, 0.3469376266002655, 0.4898858666419983, 0.4683986306190491, 0.46929532289505005, 0.4304043650627136, 0.5699988603591919, 0.43765270709991455, 0.5441722273826599, 0.599685788154602]","[4.632339, 4.9953437, 6.8093204, 6.5738544, 6.6331635, 6.1394024, 7.593245, 6.2570143, 7.37113, 7.805555]",COCO_val2014_000000003091.jpg
a banana in a bowl on a table,10,0.545270836353302,12.350809097290039,"[0.40438389778137207, 0.4066542983055115, 0.5517773628234863, 0.5252203941345215, 0.45594847202301025, 0.5972829461097717, 0.6146761178970337, 0.5882927179336548, 0.629897952079773, 0.6785742044448853]","[9.581917, 9.95107, 12.898653, 12.269395, 10.696007, 13.494424, 13.398611, 12.767954, 13.942771, 14.507282]",COCO_val2014_000000003093.jpg
a pizza on a plate,7,0.4830623354230608,7.53261137008667,"[0.3247262239456177, 0.36752378940582275, 0.49829065799713135, 0.5416262149810791, 0.5259151458740234, 0.5163418054580688, 0.6070125102996826]","[5.5795355, 6.1053133, 7.842063, 8.170845, 7.993018, 8.158123, 8.879381]",COCO_val2014_000000003192.jpg
two people in a boat,7,0.49317294359207153,9.486215591430664,"[0.4099252223968506, 0.4126668870449066, 0.5114642977714539, 0.4585868716239929, 0.4682346284389496, 0.5496892929077148, 0.6416434049606323]","[8.247377, 8.402084, 9.997671, 8.88756, 8.858923, 10.482101, 11.527796]",COCO_val2014_000000003326.jpg
a man sitting on a couch,8,0.5208545662462711,10.117507934570312,"[0.36066973209381104, 0.39478859305381775, 0.5297382473945618, 0.6004116535186768, 0.5419636964797974, 0.5143036842346191, 0.57871413230896, 0.6462467908859253]","[7.0124464, 7.7462087, 10.690633, 11.6550665, 10.5330105, 9.865691, 11.389947, 12.047063]",COCO_val2014_000000003580.jpg
a man walking in the rain,8,0.5568992383778095,12.444372177124023,"[0.425942987203598, 0.4739965796470642, 0.5548167824745178, 0.6001498103141785, 0.5692458152770996, 0.5707007050514221, 0.6066318154335022, 0.6537094116210938]","[9.221896, 10.401783, 12.664953, 13.621702, 12.669722, 12.669266, 13.73942, 14.566237]",COCO_val2014_000000003590.jpg
